transaction_id,user_id,merchant_id,amount,channel,location,timestamp,device_change,geo_distance,fraud_type,fraud_strategy_version,is_fraud
14441,604,195,440.14,card,urban,2024-01-01 04:04:38,0,6.28,none,0,0
34925,516,170,97.57,upi,urban,2024-01-01 04:06:53,0,5.26,none,0,0
14314,686,88,169.15,card,urban,2024-01-01 04:08:14,0,4.39,none,0,0
10935,592,192,24.13,netbanking,semi-urban,2024-01-01 04:09:52,0,4.13,none,0,0
25059,455,96,298.04,netbanking,urban,2024-01-01 04:10:14,0,3.32,none,0,0
28951,622,100,231.41,card,urban,2024-01-01 04:15:50,0,4.95,none,0,0
15052,238,108,82.62,card,urban,2024-01-01 04:16:46,0,4.28,none,0,0
5364,257,142,2.06,netbanking,semi-urban,2024-01-01 04:19:12,0,5.68,none,0,0
31695,785,52,108.93,upi,rural,2024-01-01 04:26:58,0,2.26,none,0,0
19893,415,36,84.46,card,rural,2024-01-01 04:29:47,0,6.17,none,0,0
2742,579,50,125.82,card,urban,2024-01-01 04:30:39,0,3.1,none,0,0
15557,368,139,329.55,card,rural,2024-01-01 04:34:16,0,4.47,none,0,0
40445,49,32,17.42,upi,urban,2024-01-01 04:42:36,0,6.31,none,0,0
20826,584,66,41.52,upi,urban,2024-01-01 04:44:51,0,2.31,none,0,0
38956,312,156,189.33,netbanking,rural,2024-01-01 04:45:00,0,5.14,none,0,0
44075,266,171,115.71,upi,urban,2024-01-01 04:45:39,0,4.47,none,0,0
41921,49,103,93.84,upi,semi-urban,2024-01-01 04:46:11,0,6.78,none,0,0
23805,790,19,44.81,card,rural,2024-01-01 04:48:37,0,3.71,none,0,0
16766,825,102,212.57,upi,urban,2024-01-01 04:51:02,0,6.23,none,0,0
36607,780,24,10.51,upi,rural,2024-01-01 04:52:58,0,4.28,none,0,0
11750,242,60,63.72,netbanking,urban,2024-01-01 04:55:06,0,5.77,none,0,0
13264,619,175,140.64,netbanking,semi-urban,2024-01-01 04:56:13,0,4.19,none,0,0
18337,877,162,38.03,card,urban,2024-01-01 04:56:29,0,4.98,none,0,0
13601,490,179,70.38,card,rural,2024-01-01 04:59:48,0,0.57,none,0,0
4542,396,3,235.8,netbanking,semi-urban,2024-01-01 05:02:10,0,5.67,none,0,0
16721,293,73,8.92,card,rural,2024-01-01 05:03:19,0,4.37,none,0,0
28098,57,184,569.39,card,urban,2024-01-01 05:06:20,0,7.36,none,0,0
27251,529,67,127.66,card,urban,2024-01-01 05:09:51,0,4.36,none,0,0
19126,401,24,10.58,netbanking,urban,2024-01-01 05:10:11,0,4.22,none,0,0
49173,371,169,56.83,upi,urban,2024-01-01 05:10:12,0,2.01,none,0,0
4544,973,73,559.7,upi,rural,2024-01-01 05:10:47,0,3.17,none,0,0
33577,559,183,25.97,upi,semi-urban,2024-01-01 05:11:17,0,1.52,none,0,0
12332,832,150,43.46,card,semi-urban,2024-01-01 05:12:27,0,4.42,none,0,0
25092,656,196,5.3,upi,semi-urban,2024-01-01 05:16:46,0,4.79,none,0,0
198,823,186,194.1,netbanking,urban,2024-01-01 05:18:12,0,2.13,none,0,0
34668,724,32,157.41,upi,rural,2024-01-01 05:23:10,0,4.52,none,0,0
37437,595,116,67.56,netbanking,urban,2024-01-01 05:29:03,0,5.96,none,0,0
21350,532,22,128.59429418592768,upi,rural,2024-01-01 05:32:07,0,5.49,card_testing,1,1
6347,77,78,30.9,upi,rural,2024-01-01 05:38:26,0,6.24,none,0,0
49130,705,110,18.92,card,urban,2024-01-01 05:39:16,0,4.42,none,0,0
36646,489,112,108.53,netbanking,semi-urban,2024-01-01 05:45:27,0,1.69,none,0,0
48349,16,10,38.55,netbanking,semi-urban,2024-01-01 05:46:48,0,6.12,none,0,0
38156,910,157,258.11,netbanking,semi-urban,2024-01-01 05:55:03,0,2.57,none,0,0
11650,94,111,137.39,netbanking,urban,2024-01-01 06:02:13,0,0.78,none,0,0
26620,689,110,108.37,netbanking,rural,2024-01-01 06:06:42,0,3.15,none,0,0
32413,268,16,280.15,card,urban,2024-01-01 06:11:48,0,2.4,none,0,0
39801,679,162,78.02,netbanking,rural,2024-01-01 06:21:22,0,1.53,none,0,0
795,490,110,549.24,card,semi-urban,2024-01-01 06:22:05,0,5.29,none,0,0
28186,147,11,24.69,upi,semi-urban,2024-01-01 06:29:24,0,4.0,none,0,0
522,591,51,28.77,upi,urban,2024-01-01 06:34:05,0,-1.32,none,0,0
704,500,103,21.12,netbanking,semi-urban,2024-01-01 06:34:52,0,4.68,none,0,0
10106,981,105,229.85,netbanking,urban,2024-01-01 06:38:20,0,6.51,none,0,0
33510,34,26,70.12545487727195,netbanking,rural,2024-01-01 06:38:34,0,8.08,card_testing,1,1
14355,53,140,59.21,card,semi-urban,2024-01-01 06:39:15,0,7.65,none,0,0
4085,34,186,86.79,card,semi-urban,2024-01-01 06:40:14,0,3.8,none,0,0
20001,694,99,84.78,netbanking,semi-urban,2024-01-01 06:41:15,0,6.77,none,0,0
8071,786,158,185.75,netbanking,urban,2024-01-01 06:49:44,0,5.14,none,0,0
14827,843,179,4.95,netbanking,semi-urban,2024-01-01 06:51:37,0,4.84,none,0,0
36815,614,33,41.78,netbanking,rural,2024-01-01 06:52:33,0,6.3,none,0,0
36942,181,82,160.59,upi,rural,2024-01-01 06:53:32,0,3.76,none,0,0
49548,85,189,236.07,netbanking,urban,2024-01-01 06:55:45,0,5.46,none,0,0
27078,643,102,88.68,netbanking,rural,2024-01-01 07:03:43,0,5.44,none,0,0
28330,301,152,169.86,netbanking,urban,2024-01-01 07:05:24,0,5.72,none,0,0
11007,152,101,7.63,netbanking,urban,2024-01-01 07:07:37,0,1.45,none,0,0
11879,992,196,116.94,card,urban,2024-01-01 07:09:07,0,4.06,none,0,0
4976,767,25,72.73,card,rural,2024-01-01 07:09:32,0,5.02,none,0,0
1495,583,60,111.82,card,urban,2024-01-01 07:09:55,0,4.79,none,0,0
27095,188,26,104.24,upi,rural,2024-01-01 07:14:16,0,6.27,none,0,0
18112,483,64,15.42,upi,semi-urban,2024-01-01 07:16:22,0,5.35,none,0,0
10852,556,114,456.39,netbanking,semi-urban,2024-01-01 07:19:04,0,7.84,none,0,0
48970,583,110,63.87,upi,semi-urban,2024-01-01 07:20:03,0,4.57,none,0,0
45470,531,39,231.44,netbanking,rural,2024-01-01 07:20:07,0,0.43,none,0,0
46677,143,7,117.37,netbanking,urban,2024-01-01 07:20:17,0,7.95,none,0,0
25888,897,115,127.33,card,semi-urban,2024-01-01 07:23:25,0,3.63,none,0,0
48025,88,125,2.34,card,semi-urban,2024-01-01 07:23:45,0,4.56,none,0,0
22847,160,10,3.5,netbanking,semi-urban,2024-01-01 07:31:37,0,5.87,none,0,0
22512,479,47,105.49,card,semi-urban,2024-01-01 07:31:42,0,5.9,none,0,0
30911,419,54,27.81,card,rural,2024-01-01 07:32:29,0,4.95,none,0,0
12995,732,128,49.2,upi,rural,2024-01-01 07:34:01,0,5.91,none,0,0
15870,189,126,69.65,upi,rural,2024-01-01 07:40:14,0,4.11,none,0,0
32190,876,132,291.01,upi,semi-urban,2024-01-01 07:41:42,0,5.33,none,0,0
6153,205,88,206.11,upi,urban,2024-01-01 07:46:04,0,7.81,none,0,0
44704,657,29,168.1,netbanking,rural,2024-01-01 07:46:15,0,6.16,none,0,0
10919,649,162,449.56,netbanking,urban,2024-01-01 07:54:03,0,2.0,none,0,0
18979,286,42,173.28,card,urban,2024-01-01 07:54:15,0,6.51,none,0,0
13528,438,135,250.7,card,urban,2024-01-01 07:58:08,0,6.71,none,0,0
16070,681,39,5.99,card,urban,2024-01-01 08:04:05,0,4.63,none,0,0
41044,968,128,313.87,netbanking,rural,2024-01-01 08:10:24,0,4.18,none,0,0
33983,789,187,246.9,card,rural,2024-01-01 08:11:06,0,7.46,none,0,0
41579,236,135,288.6,card,rural,2024-01-01 08:17:02,0,3.63,none,0,0
5974,671,62,39.61,upi,rural,2024-01-01 08:20:34,0,5.3,none,0,0
27871,465,15,47.52,upi,urban,2024-01-01 08:22:09,0,5.03,none,0,0
44149,493,17,195.76,netbanking,urban,2024-01-01 08:22:31,0,7.66,none,0,0
16225,954,80,152.48,netbanking,urban,2024-01-01 08:24:48,0,4.02,none,0,0
24942,614,166,352.53,card,semi-urban,2024-01-01 08:25:28,0,5.1,none,0,0
26079,950,15,83.99,upi,semi-urban,2024-01-01 08:25:42,0,5.17,none,0,0
6636,406,162,172.51,upi,semi-urban,2024-01-01 08:27:04,0,2.59,none,0,0
45609,598,85,84.36,card,semi-urban,2024-01-01 08:27:24,0,7.11,none,0,0
29382,180,191,103.9,netbanking,semi-urban,2024-01-01 08:27:28,0,2.22,none,0,0
7500,831,125,174.82,upi,semi-urban,2024-01-01 08:27:35,0,6.85,none,0,0
42407,777,101,148.8,upi,semi-urban,2024-01-01 08:28:37,0,4.27,none,0,0
29985,502,57,257.31,netbanking,rural,2024-01-01 08:32:32,0,4.7,none,0,0
20697,729,176,156.83,upi,urban,2024-01-01 08:34:48,0,6.13,none,0,0
24927,770,121,208.06,card,semi-urban,2024-01-01 08:39:52,0,4.86,none,0,0
45145,862,185,16.71,netbanking,semi-urban,2024-01-01 08:40:15,0,7.74,none,0,0
15447,564,98,197.49,netbanking,semi-urban,2024-01-01 08:42:18,0,5.09,none,0,0
8449,913,91,86.57,netbanking,urban,2024-01-01 08:45:07,0,3.53,none,0,0
34903,557,192,142.2,netbanking,semi-urban,2024-01-01 08:48:04,0,4.62,none,0,0
44832,456,17,2.76,upi,semi-urban,2024-01-01 08:50:16,0,4.97,none,0,0
19222,192,124,76.84,upi,semi-urban,2024-01-01 08:50:28,0,4.5,none,0,0
44161,352,118,164.69,netbanking,rural,2024-01-01 08:51:48,0,5.45,none,0,0
31796,636,114,37.21,card,rural,2024-01-01 08:52:14,0,5.14,none,0,0
48677,984,49,30.35,netbanking,semi-urban,2024-01-01 09:06:01,0,7.9,none,0,0
49137,509,22,35.71,card,semi-urban,2024-01-01 09:07:21,0,3.38,none,0,0
16906,916,77,89.8,upi,urban,2024-01-01 09:21:22,0,8.46,none,0,0
40955,337,127,422.45,upi,urban,2024-01-01 09:21:41,0,5.43,none,0,0
21322,652,38,83.09543800362626,netbanking,urban,2024-01-01 09:24:57,0,5.85,card_testing,1,1
8010,313,115,121.25,card,rural,2024-01-01 09:28:13,0,6.47,none,0,0
4588,71,159,50.86,upi,semi-urban,2024-01-01 09:28:23,0,4.25,none,0,0
2984,189,138,1399.71,card,rural,2024-01-01 09:29:44,0,5.47,none,0,0
48354,306,168,81.1,upi,urban,2024-01-01 09:31:14,0,6.32,none,0,0
8273,309,103,223.03,netbanking,urban,2024-01-01 09:32:16,0,3.62,none,0,0
27119,465,78,98.7,upi,urban,2024-01-01 09:34:47,0,8.23,none,0,0
22182,948,23,145.47,upi,rural,2024-01-01 09:37:02,0,5.59,none,0,0
2915,364,102,51.64,netbanking,urban,2024-01-01 09:37:53,0,4.06,none,0,0
4534,776,13,66.74,card,urban,2024-01-01 09:39:51,0,4.81,none,0,0
29306,606,23,424.05,upi,urban,2024-01-01 09:43:47,0,3.04,none,0,0
49781,184,89,300.77,upi,urban,2024-01-01 09:45:55,0,2.25,none,0,0
16709,112,73,317.52,netbanking,rural,2024-01-01 09:52:12,0,4.69,none,0,0
37736,839,179,26.3,upi,semi-urban,2024-01-01 10:02:28,0,4.41,none,0,0
38826,850,132,69.43,netbanking,semi-urban,2024-01-01 10:07:12,0,7.13,none,0,0
42736,227,29,15.46,card,urban,2024-01-01 10:07:40,0,3.07,none,0,0
39670,714,175,304.83,card,rural,2024-01-01 10:10:38,0,1.88,none,0,0
29965,945,197,109.46,upi,rural,2024-01-01 10:10:41,0,2.89,none,0,0
42601,247,103,154.54,card,urban,2024-01-01 10:25:18,0,3.35,none,0,0
38443,287,4,481.17,upi,urban,2024-01-01 10:34:51,0,4.43,none,0,0
20314,687,155,154.44,netbanking,semi-urban,2024-01-01 10:35:35,0,6.23,none,0,0
36089,309,116,125.34,upi,rural,2024-01-01 10:37:40,0,5.68,none,0,0
32605,224,109,16.31,card,urban,2024-01-01 10:41:48,0,6.62,none,0,0
40468,486,38,315.5,netbanking,urban,2024-01-01 10:43:24,0,6.67,none,0,0
21286,211,95,25.94,upi,urban,2024-01-01 10:43:52,0,3.99,none,0,0
46779,188,51,186.43,netbanking,urban,2024-01-01 10:46:30,0,3.13,none,0,0
42955,617,137,7.14,upi,urban,2024-01-01 10:51:50,0,3.11,none,0,0
43358,217,170,168.54,netbanking,urban,2024-01-01 10:57:58,0,5.76,none,0,0
22252,36,152,56.91412002387502,card,urban,2024-01-01 11:01:10,0,2.65,account_takeover,1,1
17864,136,183,44.57,netbanking,rural,2024-01-01 11:01:19,0,4.27,none,0,0
41556,993,187,45.38,upi,urban,2024-01-01 11:06:21,0,4.02,none,0,0
17349,800,191,40.49,netbanking,semi-urban,2024-01-01 11:07:27,0,4.23,none,0,0
41637,986,113,148.03,card,rural,2024-01-01 11:12:02,0,3.52,none,0,0
49427,582,75,29.02,netbanking,semi-urban,2024-01-01 11:13:21,0,8.17,none,0,0
2505,997,132,188.12,card,rural,2024-01-01 11:13:27,0,0.79,none,0,0
27438,26,63,172.73,netbanking,urban,2024-01-01 11:13:59,0,3.92,none,0,0
8824,69,158,530.27,upi,semi-urban,2024-01-01 11:25:03,0,2.55,none,0,0
10173,389,153,63.05,card,semi-urban,2024-01-01 11:31:40,0,4.3,none,0,0
1545,291,116,54.45,upi,semi-urban,2024-01-01 11:34:08,0,1.91,none,0,0
15615,900,161,169.65,card,urban,2024-01-01 11:34:38,0,5.44,none,0,0
9507,574,5,56.09,card,urban,2024-01-01 11:35:32,0,6.26,none,0,0
41849,178,21,160.46,card,semi-urban,2024-01-01 11:37:59,0,4.22,none,0,0
38706,646,155,103.26,card,urban,2024-01-01 11:42:19,0,8.33,none,0,0
49803,533,147,496.07,card,semi-urban,2024-01-01 11:43:42,0,6.67,none,0,0
18380,674,64,256.1,netbanking,semi-urban,2024-01-01 11:43:59,0,3.53,none,0,0
40416,195,153,16.88,card,urban,2024-01-01 11:45:59,0,4.82,none,0,0
24716,774,108,5.23,upi,rural,2024-01-01 11:51:35,0,6.37,none,0,0
18824,489,133,246.0,card,semi-urban,2024-01-01 11:54:06,0,4.31,none,0,0
37441,763,120,108.69,card,urban,2024-01-01 11:59:37,0,2.63,none,0,0
33206,407,128,127.61,netbanking,rural,2024-01-01 12:01:47,0,3.79,none,0,0
27070,612,122,120.97,upi,rural,2024-01-01 12:03:15,0,6.72,none,0,0
49912,963,189,69.73,upi,rural,2024-01-01 12:04:42,0,1.11,none,0,0
21219,242,116,38.6,card,semi-urban,2024-01-01 12:09:06,0,6.62,none,0,0
37421,276,169,285.08,netbanking,urban,2024-01-01 12:09:40,0,4.67,none,0,0
3612,664,66,103.01,upi,rural,2024-01-01 12:11:28,0,6.91,none,0,0
9296,645,97,72.57,upi,urban,2024-01-01 12:17:26,0,5.02,none,0,0
18442,480,12,318.69,netbanking,rural,2024-01-01 12:19:33,0,2.87,none,0,0
13957,875,144,150.36,netbanking,rural,2024-01-01 12:19:48,0,8.13,none,0,0
22410,212,66,25.78,netbanking,rural,2024-01-01 12:27:37,0,7.15,none,0,0
39714,963,76,232.18,card,urban,2024-01-01 12:42:39,0,5.04,none,0,0
33658,782,14,90.74,netbanking,semi-urban,2024-01-01 12:43:00,0,4.15,none,0,0
2195,244,51,165.73,card,semi-urban,2024-01-01 12:44:16,0,6.75,none,0,0
11175,630,103,41.27,upi,rural,2024-01-01 12:44:27,0,5.2,none,0,0
7238,196,33,128.95,netbanking,semi-urban,2024-01-01 12:46:54,0,6.9,none,0,0
44045,451,153,277.97,card,rural,2024-01-01 12:47:35,0,4.54,none,0,0
5223,315,23,144.25,netbanking,rural,2024-01-01 12:47:48,0,3.86,none,0,0
28668,35,60,218.1,netbanking,semi-urban,2024-01-01 12:51:37,0,7.77,none,0,0
15872,516,122,144.23,netbanking,semi-urban,2024-01-01 12:51:54,0,2.61,none,0,0
31600,614,107,278.21,netbanking,urban,2024-01-01 12:53:42,0,5.17,none,0,0
19572,214,158,2.38,card,semi-urban,2024-01-01 13:00:56,0,3.16,none,0,0
40504,332,101,176.6722652758867,card,urban,2024-01-01 13:01:35,0,3.45,account_takeover,1,1
32895,789,198,73.22,netbanking,rural,2024-01-01 13:01:55,0,8.15,none,0,0
41600,988,131,30.42,upi,semi-urban,2024-01-01 13:13:53,0,7.94,none,0,0
15216,906,93,29.16,card,urban,2024-01-01 13:16:23,0,2.89,none,0,0
13350,217,154,136.51,card,urban,2024-01-01 13:17:41,0,5.59,none,0,0
33297,433,118,74.94,card,urban,2024-01-01 13:21:14,0,4.68,none,0,0
25784,540,56,51.24,upi,urban,2024-01-01 13:25:03,0,3.19,none,0,0
1179,782,10,35.15,upi,urban,2024-01-01 13:28:17,0,4.73,none,0,0
48217,527,90,366.16,netbanking,semi-urban,2024-01-01 13:32:21,0,3.68,none,0,0
10227,295,109,93.12,netbanking,semi-urban,2024-01-01 13:36:38,0,6.65,none,0,0
28190,630,127,136.97,netbanking,urban,2024-01-01 13:40:14,0,6.38,none,0,0
18187,658,174,161.37,upi,urban,2024-01-01 13:43:00,0,7.63,none,0,0
12300,378,96,110.46,upi,semi-urban,2024-01-01 13:43:04,0,3.44,none,0,0
34088,733,153,153.37,upi,semi-urban,2024-01-01 13:43:13,0,6.76,none,0,0
39764,465,41,204.34,upi,rural,2024-01-01 13:43:23,0,3.27,none,0,0
12431,362,176,40.29,upi,semi-urban,2024-01-01 13:43:52,0,6.94,none,0,0
28708,867,117,278.07,card,urban,2024-01-01 13:48:59,0,2.9,none,0,0
29445,950,60,431.53,upi,urban,2024-01-01 13:50:20,0,3.15,none,0,0
37697,551,47,53.49,card,semi-urban,2024-01-01 13:53:43,0,4.93,none,0,0
3641,388,189,104.0841576693606,netbanking,semi-urban,2024-01-01 13:57:16,0,3.99,account_takeover,1,1
36609,604,163,118.93,upi,urban,2024-01-01 14:02:27,0,0.73,none,0,0
34829,387,97,171.95,upi,semi-urban,2024-01-01 14:05:13,0,6.77,none,0,0
6014,451,52,196.93,upi,semi-urban,2024-01-01 14:08:09,0,5.76,none,0,0
38941,927,49,623.46,netbanking,urban,2024-01-01 14:08:35,0,2.74,none,0,0
25309,927,62,114.8,card,semi-urban,2024-01-01 14:14:06,0,5.69,none,0,0
10170,671,57,221.62,card,urban,2024-01-01 14:18:30,0,4.74,none,0,0
44918,641,192,81.76,netbanking,semi-urban,2024-01-01 14:20:10,0,6.36,none,0,0
